district_id,district_name,state,coverage_ratio,coverage_score,total_demographic_updates,churn_rate,update_spike_detected,demographic_volatility,spike_flag,avg_biometric_age_days,biometric_freshness_score,biometric_failure_rate,child_refresh_gap_months,anomaly_detected,biometric_age_score,child_vulnerability_score,anomaly_score,anomaly_score_anomaly,spike_count,uls_score,risk_classification,auth_failure_probability
D0141,Chhota Udaipur,Gujarat,0.9043,90.42999999999999,79724,0.2637,False,26.369999999999997,0,404,83.84,0.1065,56,False,83.84,93.33333333333333,0,9.401486801762774,0,75.13,Stable,2.65
D0142,Dahod,Gujarat,0.8411,84.11,42974,0.1043,True,10.43,1,2429,2.84,0.1063,52,False,2.8400000000000034,86.66666666666667,0,23.640640292954192,1,56.38,Watchlist,4.64
D0143,Dang,Gujarat,0.9567,95.67,27910,0.2109,False,21.09,0,2475,1.0,0.1305,27,False,1.0,45.0,0,28.88062495129449,1,64.04,Watchlist,4.69
D0144,Devbhoomi Dwarka,Gujarat,0.9647,96.47,177183,0.2966,False,29.659999999999997,0,1417,43.32,0.1096,37,False,43.32,61.66666666666667,0,9.379080832924574,0,71.07,Stable,3.17
D0145,Gandhinagar,Gujarat,0.9177,91.77,101452,0.1737,False,17.37,0,2031,18.76,0.0527,34,False,18.760000000000005,56.666666666666664,0,6.356645038835822,0,66.12,Watchlist,1.79
D0146,Gir Somnath,Gujarat,0.9661,96.61,63612,0.2787,False,27.87,0,414,83.44,0.026,37,False,83.44,61.66666666666667,0,5.834190956477992,0,81.41,Stable,0.48
D0147,Jamnagar,Gujarat,0.8695,86.95,251237,0.1601,False,16.009999999999998,0,2209,11.64,0.059,29,False,11.64,48.333333333333336,0,12.304626977195559,0,64.34,Watchlist,2.1
D0148,Junagadh,Gujarat,0.8133,81.33,83663,0.1083,False,10.83,0,1668,33.28,0.1174,27,False,33.28,45.0,0,7.0743333671068855,0,69.34,Watchlist,3.6
D0149,Kheda,Gujarat,0.9695,96.95,78861,0.2942,False,29.42,0,2136,14.56,0.2163,54,False,14.560000000000002,90.0,0,11.745473916992658,0,59.81,Watchlist,8.69
D0150,Kutch,Gujarat,0.7699,76.99000000000001,71406,0.2892,False,28.92,0,487,80.52,0.1854,45,False,80.52,75.0,0,5.4054159232090955,0,72.64,Stable,5.07
D0151,Mahisagar,Gujarat,0.9697,96.97,488008,0.1179,True,11.790000000000001,1,2216,11.36,0.2132,57,False,11.36,95.0,0,26.76438106410289,1,60.91,Watchlist,8.33
D0152,Mehsana,Gujarat,0.9748,97.48,176973,0.08,False,8.0,0,1993,20.28,0.1881,21,False,20.28,35.0,0,6.08286378671868,0,72.86,Stable,5.11
D0153,Morbi,Gujarat,0.8932,89.32,16890,0.2349,False,23.49,0,1309,47.64,0.0937,36,False,47.64,60.0,0,44.64769414704399,2,71.18,Stable,2.7
D0154,Narmada,Gujarat,0.8689,86.89,115943,0.0719,False,7.19,0,1232,50.72,0.1809,59,False,50.72,98.33333333333333,0,7.680391521571728,0,67.92,Watchlist,5.8
D0155,Navsari,Gujarat,0.8153,81.53,123009,0.2231,False,22.31,0,814,67.44,0.0708,54,False,67.44,90.0,0,6.953001678619679,0,69.47,Watchlist,2.16
D0156,Panchmahal,Gujarat,0.9396,93.96,60910,0.2067,False,20.669999999999998,0,887,64.52,0.0709,59,False,64.52000000000001,98.33333333333333,0,8.60770399202793,0,71.47,Stable,2.02
D0157,Patan,Gujarat,0.9436,94.36,122568,0.1583,False,15.83,0,477,80.92,0.1138,56,False,80.92,93.33333333333333,0,38.04500060363415,2,77.16,Stable,2.6
D0158,Porbandar,Gujarat,0.8031,80.31,11339,0.1086,False,10.86,0,543,78.28,0.1505,17,False,78.28,28.333333333333332,0,9.312903132472544,0,82.78,Stable,2.59
D0159,Rajkot,Gujarat,0.8834,88.34,290980,0.296,False,29.599999999999998,0,1932,22.72,0.0689,26,False,22.72,43.333333333333336,0,11.132904933301957,0,66.24,Watchlist,2.33
D0160,Sabarkantha,Gujarat,0.7777,77.77,56191,0.2326,False,23.26,0,2021,19.16,0.2685,33,False,19.159999999999997,55.00000000000001,0,8.31350078263254,0,61.38,Watchlist,10.37
D0161,Surat,Gujarat,0.8754,87.53999999999999,156628,0.1552,False,15.52,0,1654,33.84,0.0827,36,False,33.84,60.0,0,44.17029543656939,1,68.39,Watchlist,2.61
D0162,Surendranagar,Gujarat,0.7685,76.85,102645,0.0997,False,9.969999999999999,0,470,81.2,0.172,55,False,81.2,91.66666666666666,0,36.75623689106689,1,73.11,Stable,4.63
D0163,Tapi,Gujarat,0.943,94.3,97179,0.1512,False,15.120000000000001,0,2424,3.04,0.0482,16,True,3.0400000000000063,26.666666666666668,50,10.450698337389372,0,60.28,Watchlist,1.91
D0164,Vadodara,Gujarat,0.9604,96.04,148191,0.1131,False,11.31,0,2396,4.16,0.1712,15,False,4.159999999999997,25.0,0,12.396768570106934,0,69.41,Watchlist,5.24
D0165,Valsad,Gujarat,0.9417,94.17,185584,0.2931,False,29.310000000000002,0,1228,50.88,0.1703,43,False,50.88,71.66666666666667,0,39.79159428987245,1,70.82,Stable,4.97
D0166,Ambala,Haryana,0.8894,88.94,33844,0.1351,False,13.51,0,2000,20.0,0.1879,14,False,20.0,23.333333333333332,0,38.34177958855491,1,71.16,Stable,5.42
D0167,Bhiwani,Haryana,0.7508,75.08,108582,0.2548,False,25.480000000000004,0,1373,45.08,0.1886,32,False,45.08,53.333333333333336,0,16.27859862229747,1,66.97,Watchlist,6.23
D0168,Charkhi Dadri,Haryana,0.9685,96.85000000000001,27358,0.082,False,8.200000000000001,0,2285,8.6,0.1899,50,False,8.599999999999994,83.33333333333334,0,10.502997767672607,0,62.48,Watchlist,7.13
D0169,Faridabad,Haryana,0.9415,94.15,75358,0.0621,False,6.21,0,1618,35.28,0.2342,22,False,35.28,36.666666666666664,0,46.202517912225865,1,75.63,Stable,5.71
D0170,Fatehabad,Haryana,0.9874,98.74000000000001,160981,0.2994,False,29.94,0,2046,18.16,0.2111,16,False,18.159999999999997,26.666666666666668,0,11.306797277195049,0,70.67,Stable,6.19
D0171,Gurugram,Haryana,0.873,87.3,170887,0.0686,False,6.859999999999999,0,1034,58.64,0.1586,20,False,58.64,33.33333333333333,0,9.982522885432484,0,79.82,Stable,3.2
D0172,Hisar,Haryana,0.9483,94.83,189202,0.2426,False,24.26,0,2461,1.56,0.2641,39,False,1.5600000000000023,65.0,0,22.55408348577298,1,60.45,Watchlist,10.45
D0173,Jhajjar,Haryana,0.876,87.6,43696,0.0611,False,6.11,0,911,63.56,0.0734,55,False,63.56,91.66666666666666,0,10.276867913824619,0,72.5,Stable,2.02
D0174,Jind,Haryana,0.9458,94.58,158680,0.2539,False,25.39,0,1189,52.44,0.1867,23,False,52.44,38.333333333333336,0,29.72382042422933,1,76.93,Stable,4.31
D0175,Kaithal,Haryana,0.9564,95.64,139400,0.1849,False,18.490000000000002,0,1416,43.36,0.0423,51,False,43.36,85.0,0,8.272975833239144,0,69.01,Watchlist,1.31
D0176,Karnal,Haryana,0.9569,95.69,252653,0.2875,False,28.749999999999996,0,1696,32.16,0.0437,34,False,32.16,56.666666666666664,0,28.55904265443827,1,68.93,Watchlist,1.36
D0177,Kurukshetra,Haryana,0.8394,83.94,197085,0.2904,False,29.04,0,978,60.88,0.1989,32,False,60.88,53.333333333333336,0,10.795629240070964,0,73.05,Stable,5.36
D0178,Mahendragarh,Haryana,0.914,91.4,202469,0.1927,False,19.27,0,1900,24.0,0.1493,38,False,24.0,63.33333333333333,0,35.11248044256451,2,66.03,Watchlist,5.07
D0179,Nuh,Haryana,0.9676,96.76,54763,0.1742,False,17.419999999999998,0,583,76.68,0.0555,25,False,76.68,41.66666666666667,0,29.906888897574486,1,84.34,Stable,0.87
D0180,Palwal,Haryana,0.9584,95.84,39982,0.1205,True,12.049999999999999,1,1626,34.96,0.2333,56,False,34.959999999999994,93.33333333333333,0,34.61321827789428,2,66.68,Watchlist,7.77
D0181,Panchkula,Haryana,0.9174,91.74,136737,0.2149,False,21.490000000000002,0,1995,20.2,0.2892,39,False,20.200000000000003,65.0,0,6.449059436430152,0,64.6,Watchlist,10.24
D0182,Panipat,Haryana,0.9807,98.07000000000001,201933,0.1049,False,10.489999999999998,0,1725,31.0,0.167,32,False,31.0,53.333333333333336,0,23.388894584627955,1,72.6,Stable,4.58
D0183,Rewari,Haryana,0.9284,92.84,81176,0.2122,False,21.22,0,2191,12.36,0.3075,53,False,12.36,88.33333333333333,0,4.5149161130808455,0,59.51,Watchlist,12.45
D0184,Rohtak,Haryana,0.8981,89.81,42183,0.1128,False,11.28,0,1571,37.16,0.1859,29,False,37.16,48.333333333333336,0,8.975233414042073,0,72.29,Stable,5.15
D0185,Sirsa,Haryana,0.9465,94.65,176484,0.2841,False,28.410000000000004,0,594,76.24,0.0793,31,False,76.24,51.66666666666667,0,9.694295374262104,0,80.44,Stable,1.55
D0186,Sonipat,Haryana,0.8441,84.41,144220,0.1569,False,15.690000000000001,0,1235,50.6,0.1633,36,False,50.6,60.0,0,9.272114188545215,0,71.62,Stable,4.63
D0187,Yamunanagar,Haryana,0.8222,82.22,11420,0.1009,False,10.09,0,2474,1.04,0.0385,56,True,1.0400000000000063,93.33333333333333,50,38.105159684741054,1,46.91,High Risk,2.04
D0188,Bilaspur,Himachal Pradesh,0.761,76.1,105180,0.0623,False,6.23,0,1207,51.72,0.0574,51,False,51.72,85.0,0,18.966305460299843,1,67.08,Watchlist,1.89
D0189,Chamba,Himachal Pradesh,0.932,93.2,180834,0.2656,False,26.56,0,1644,34.24,0.0992,46,False,34.239999999999995,76.66666666666667,0,8.627482287360085,0,66.04,Watchlist,3.37
D0190,Hamirpur,Himachal Pradesh,0.914,91.4,184181,0.236,False,23.599999999999998,0,2007,19.72,0.0762,48,False,19.72,80.0,0,7.7540514598732235,0,61.81,Watchlist,2.91
D0191,Kangra,Himachal Pradesh,0.7893,78.93,105659,0.0674,False,6.74,0,1602,35.92,0.1016,24,True,35.92,40.0,50,44.191665288064804,1,63.15,Watchlist,3.74
D0192,Kinnaur,Himachal Pradesh,0.7815,78.14999999999999,89308,0.0897,False,8.97,0,1915,23.4,0.1525,19,False,23.400000000000006,31.666666666666664,0,10.647610292781485,0,68.2,Watchlist,4.85
D0193,Kullu,Himachal Pradesh,0.8158,81.58,226944,0.2665,False,26.650000000000002,0,905,63.8,0.1143,27,True,63.8,45.0,50,9.029231471139841,0,67.18,Watchlist,3.75
D0194,Lahaul and Spiti,Himachal Pradesh,0.8384,83.84,156829,0.2452,False,24.52,0,850,66.0,0.0301,34,False,66.0,56.666666666666664,0,9.875311028148948,0,74.47,Stable,0.77
D0195,Mandi,Himachal Pradesh,0.9527,95.27,125291,0.172,False,17.2,0,741,70.36,0.147,49,False,70.36,81.66666666666667,0,7.338132989597018,0,76.34,Stable,3.48
D0196,Shimla,Himachal Pradesh,0.8936,89.36,128892,0.1961,False,19.61,0,684,72.64,0.0765,53,False,72.64,88.33333333333333,0,4.517291787399298,0,73.78,Stable,2.01
D0197,Sirmaur,Himachal Pradesh,0.7654,76.53999999999999,152859,0.2747,False,27.47,0,998,60.08,0.1076,47,False,60.08,78.33333333333333,0,8.694050531470989,0,67.11,Watchlist,3.54
D0198,Solan,Himachal Pradesh,0.7859,78.59,11452,0.2051,False,20.51,0,743,70.28,0.052,38,False,70.28,63.33333333333333,0,9.088906591826147,0,73.57,Stable,1.37
D0199,Una,Himachal Pradesh,0.9077,90.77,66287,0.1728,False,17.28,0,1438,42.48,0.0343,41,False,42.48,68.33333333333333,0,55.03814204155837,2,70.01,Stable,1.03
D0200,Bokaro,Jharkhand,0.887,88.7,166724,0.2266,True,22.66,1,1877,24.92,0.1715,23,False,24.92,38.333333333333336,0,29.45924528509215,1,68.69,Watchlist,5.37
D0201,Chatra,Jharkhand,0.7523,75.22999999999999,127068,0.0774,False,7.739999999999999,0,1273,49.08,0.1106,23,False,49.08,38.333333333333336,0,23.214177693207954,1,72.93,Stable,2.99
D0202,Deoghar,Jharkhand,0.8359,83.59,106538,0.0586,False,5.86,0,2487,0.52,0.0714,19,False,0.519999999999996,31.666666666666664,0,9.221939481722453,0,64.58,Watchlist,2.53
D0203,Dhanbad,Jharkhand,0.7599,75.99000000000001,180120,0.1428,False,14.280000000000001,0,2396,4.16,0.2755,42,False,4.159999999999997,70.0,0,4.354738457907748,0,56.2,Watchlist,12.07
D0204,Dumka,Jharkhand,0.898,89.8,56662,0.2535,False,25.35,0,2273,9.08,0.2379,44,False,9.079999999999998,73.33333333333333,0,10.454603835962356,0,59.41,Watchlist,9.66
D0205,East Singhbhum,Jharkhand,0.8663,86.63,110831,0.0583,False,5.83,0,1035,58.6,0.1687,43,False,58.6,71.66666666666667,0,51.53375675860418,1,74.01,Stable,4.38
D0206,Garhwa,Jharkhand,0.9045,90.45,136855,0.2934,False,29.34,0,2074,17.04,0.0409,16,True,17.040000000000006,26.666666666666668,50,28.86952951401732,1,60.49,Watchlist,1.62
D0207,Giridih,Jharkhand,0.9061,90.61,224375,0.0684,False,6.84,0,1092,56.32,0.1264,48,False,56.32,80.0,0,10.936994082834433,0,73.24,Stable,3.38
D0208,Godda,Jharkhand,0.9592,95.92,371423,0.2239,True,22.39,1,2086,16.56,0.1795,56,False,16.560000000000002,93.33333333333333,0,24.70994997380493,1,60.56,Watchlist,7.08
D0209,Gumla,Jharkhand,0.8048,80.47999999999999,168606,0.0543,True,5.43,1,1388,44.48,0.1843,14,False,44.48,23.333333333333332,0,52.737346107330225,2,75.95,Stable,4.43
D0210,Hazaribagh,Jharkhand,0.8029,80.28999999999999,136998,0.1885,False,18.85,0,1492,40.32,0.1849,47,True,40.32,78.33333333333333,50,49.831741017546285,2,57.09,Watchlist,7.93
D0211,Jamtara,Jharkhand,0.8498,84.98,278461,0.1315,False,13.15,0,1803,27.88,0.1031,36,False,27.879999999999995,60.0,0,12.033009298192423,0,66.49,Watchlist,3.45
D0212,Khunti,Jharkhand,0.7596,75.96000000000001,428362,0.2563,True,25.629999999999995,1,805,67.8,0.1801,23,False,67.8,38.333333333333336,0,39.965291534724614,1,75.14,Stable,4.48
D0213,Koderma,Jharkhand,0.8955,89.55,59232,0.2765,False,27.650000000000002,0,1041,58.36,0.1228,40,False,58.36,66.66666666666666,0,8.604502965626699,0,72.31,Stable,3.4
D0214,Latehar,Jharkhand,0.8362,83.62,160004,0.1095,False,10.95,0,1744,30.24,0.0685,23,False,30.239999999999995,38.333333333333336,0,9.89732859800406,0,70.25,Stable,2.04
D0215,Lohardaga,Jharkhand,0.9218,92.17999999999999,232605,0.115,False,11.5,0,820,67.2,0.1633,50,False,67.2,83.33333333333334,0,13.503375006609486,0,75.23,Stable,4.04
D0216,Pakur,Jharkhand,0.9551,95.50999999999999,153949,0.1762,False,17.62,0,629,74.84,0.0285,30,False,74.84,50.0,0,6.178764441213558,0,82.22,Stable,0.51
D0217,Palamu,Jharkhand,0.8923,89.23,203194,0.2396,False,23.96,0,1998,20.08,0.199,16,True,20.08,26.666666666666668,50,4.126871497962393,0,61.69,Watchlist,7.62
D0218,Ramgarh,Jharkhand,0.8912,89.12,22424,0.2969,False,29.69,0,1376,44.96,0.1685,17,False,44.96,28.333333333333332,0,9.465439981530583,0,74.27,Stable,4.34
D0219,Ranchi,Jharkhand,0.7907,79.07,48953,0.1489,True,14.89,1,486,80.56,0.029,31,False,80.56,51.66666666666667,0,21.609502497789833,1,78.88,Stable,0.61
D0220,Sahebganj,Jharkhand,0.8911,89.11,185919,0.1964,False,19.64,0,1920,23.2,0.2274,19,False,23.200000000000003,31.666666666666664,0,40.4856053299111,1,69.84,Watchlist,6.86
D0221,Seraikela Kharsawan,Jharkhand,0.8639,86.39,251991,0.0943,False,9.43,0,1284,48.64,0.1074,21,False,48.64,35.0,0,7.046133936930662,0,76.41,Stable,2.53
D0222,Simdega,Jharkhand,0.7769,77.69,167665,0.1768,False,17.68,0,2228,10.88,0.1243,35,False,10.879999999999995,58.333333333333336,0,30.862010379609533,1,59.62,Watchlist,5.02
D0223,West Singhbhum,Jharkhand,0.9036,90.36,28547,0.054,False,5.4,0,890,64.4,0.1676,57,False,64.4,95.0,0,9.25044172958252,0,73.15,Stable,4.5
D0224,Bagalkot,Karnataka,0.9152,91.52,82939,0.109,False,10.9,0,2182,12.72,0.0574,59,False,12.719999999999999,98.33333333333333,0,34.940860328042234,1,59.25,Watchlist,2.34
D0225,Ballari,Karnataka,0.9835,98.35000000000001,21780,0.2885,False,28.849999999999998,0,1296,48.16,0.0518,35,False,48.16,58.333333333333336,0,10.051962247142876,0,73.47,Stable,1.37
D0226,Belagavi,Karnataka,0.7819,78.19,99436,0.1857,False,18.57,0,1764,29.44,0.0951,15,False,29.439999999999998,25.0,0,7.625113865057006,0,69.28,Watchlist,2.92
D0227,Bengaluru Rural,Karnataka,0.9114,91.14,151071,0.2906,False,29.060000000000002,0,2487,0.52,0.0416,54,False,0.519999999999996,90.0,0,34.558233115255135,1,54.61,Watchlist,1.89
D0228,Bengaluru Urban,Karnataka,0.9767,97.67,467853,0.1928,True,19.28,1,1763,29.48,0.1559,56,False,29.480000000000004,93.33333333333333,0,53.332520206924784,4,64.78,Watchlist,5.49
D0229,Bidar,Karnataka,0.9344,93.44,115420,0.1786,True,17.86,1,945,62.2,0.1355,46,False,62.2,76.66666666666667,0,32.38934444429155,1,74.4,Stable,3.47
D0230,Chamarajanagar,Karnataka,0.9063,90.63,114456,0.259,False,25.900000000000002,0,2197,12.12,0.0405,58,False,12.120000000000005,96.66666666666667,0,11.913937478496466,0,56.83,Watchlist,1.75
D0231,Chikkaballapur,Karnataka,0.9579,95.78999999999999,219788,0.1962,False,19.62,0,791,68.36,0.1846,52,False,68.36,86.66666666666667,0,31.043943010746183,1,74.88,Stable,4.64
D0232,Chikkamagaluru,Karnataka,0.847,84.7,131384,0.1311,False,13.11,0,436,82.56,0.1043,23,False,82.56,38.333333333333336,0,10.826836067135854,0,83.33,Stable,1.74
D0233,Chitradurga,Karnataka,0.8261,82.61,310858,0.0566,True,5.66,1,1143,54.28,0.1121,42,False,54.28,70.0,0,23.563645294961308,1,72.0,Stable,3.14
D0234,Dakshina Kannada,Karnataka,0.9013,90.13,71501,0.0872,False,8.72,0,2405,3.8,0.2561,49,False,3.799999999999997,81.66666666666667,0,42.12499626104018,1,59.43,Watchlist,10.39
D0235,Davanagere,Karnataka,0.8396,83.96000000000001,214743,0.288,False,28.799999999999997,0,1926,22.96,0.0996,43,False,22.959999999999994,71.66666666666667,0,9.452893503228673,0,60.86,Watchlist,3.9
D0236,Dharwad,Karnataka,0.8701,87.01,90008,0.1073,False,10.73,0,1912,23.52,0.2169,25,False,23.519999999999996,41.66666666666667,0,8.526974806100663,0,69.12,Watchlist,6.7
D0237,Gadag,Karnataka,0.8457,84.57000000000001,107573,0.053,False,5.3,0,1374,45.04,0.1785,43,False,45.04,71.66666666666667,0,19.893887325633365,1,70.09,Stable,5.34
D0238,Hassan,Karnataka,0.9293,92.93,230704,0.2436,False,24.36,0,1619,35.24,0.2311,26,False,35.239999999999995,43.333333333333336,0,49.98797569948876,1,71.54,Stable,6.58
D0239,Haveri,Karnataka,0.9054,90.53999999999999,235316,0.2067,False,20.669999999999998,0,706,71.76,0.1205,40,False,71.76,66.66666666666666,0,7.399784027283573,0,77.0,Stable,2.77
D0240,Kalaburagi,Karnataka,0.865,86.5,185098,0.2017,True,20.169999999999998,1,697,72.12,0.1788,22,False,72.12,36.666666666666664,0,38.60659162916869,2,80.45,Stable,3.5
D0241,Kodagu,Karnataka,0.9731,97.31,260062,0.2187,False,21.87,0,628,74.88,0.1171,43,False,74.88,71.66666666666667,0,35.885692348246366,1,78.88,Stable,2.47
D0242,Kolar,Karnataka,0.8493,84.93,51812,0.1419,False,14.19,0,2026,18.96,0.0822,12,False,18.959999999999994,20.0,0,7.552375713443625,0,70.09,Stable,2.46
D0243,Koppal,Karnataka,0.9202,92.02,55133,0.0612,False,6.12,0,483,80.68,0.02,54,False,80.68,90.0,0,34.74012318297808,1,78.36,Stable,0.43
D0244,Mandya,Karnataka,0.7506,75.06,52049,0.2524,False,25.240000000000002,0,1787,28.52,0.1563,56,False,28.519999999999996,93.33333333333333,0,8.681319767622352,0,56.86,Watchlist,6.74
D0245,Mysuru,Karnataka,0.8966,89.66,40657,0.1473,False,14.729999999999999,0,1554,37.84,0.3056,31,False,37.84,51.66666666666667,0,8.650299136286126,0,71.4,Stable,8.74
D0246,Raichur,Karnataka,0.8114,81.14,137128,0.1741,False,17.41,0,1020,59.2,0.1269,53,False,59.2,88.33333333333333,0,12.05842815848921,0,68.28,Watchlist,4.03
D0247,Ramanagara,Karnataka,0.8997,89.97,93978,0.0824,False,8.24,0,2095,16.2,0.0384,59,False,16.200000000000003,98.33333333333333,0,33.32076611291122,1,60.06,Watchlist,1.53
D0248,Shivamogga,Karnataka,0.773,77.3,89803,0.1699,False,16.99,0,1465,41.4,0.0921,54,False,41.4,90.0,0,42.01484465178457,2,62.49,Watchlist,3.45
D0249,Tumakuru,Karnataka,0.8438,84.38,142747,0.2648,False,26.479999999999997,0,2211,11.56,0.0371,12,False,11.560000000000002,20.0,0,7.71314396674134,0,66.23,Watchlist,1.25
D0250,Udupi,Karnataka,0.847,84.7,121425,0.2384,True,23.84,1,955,61.8,0.1728,40,False,61.8,66.66666666666666,0,19.62317805196169,1,72.28,Stable,4.79
D0251,Uttara Kannada,Karnataka,0.775,77.5,196622,0.0713,False,7.13,0,1043,58.28,0.123,14,False,58.28,23.333333333333332,0,9.317280470532449,0,78.25,Stable,2.68
D0252,Vijayapura,Karnataka,0.9646,96.46000000000001,157510,0.1915,False,19.15,0,1073,57.08,0.1056,22,False,57.08,36.666666666666664,0,8.758644022403839,0,79.84,Stable,2.13
D0253,Yadgir,Karnataka,0.8746,87.46000000000001,61955,0.0862,False,8.62,0,2266,9.36,0.0731,33,False,9.36,55.00000000000001,0,41.52184404748637,1,64.04,Watchlist,2.63
D0254,Alappuzha,Kerala,0.9062,90.62,169851,0.2171,False,21.709999999999997,0,1723,31.08,0.1003,23,False,31.08,38.333333333333336,0,41.17508496836875,1,70.95,Stable,2.91
D0255,Ernakulam,Kerala,0.8571,85.71,138026,0.2374,True,23.74,1,2354,5.84,0.2845,44,False,5.840000000000003,73.33333333333333,0,37.22334782403987,2,57.61,Watchlist,12.06
D0256,Idukki,Kerala,0.7982,79.82000000000001,104599,0.1148,False,11.48,0,1924,23.04,0.0937,37,False,23.040000000000006,61.66666666666667,0,3.8644351628647473,0,63.73,Watchlist,3.4
D0257,Kannur,Kerala,0.9096,90.96,162384,0.2031,False,20.31,0,780,68.8,0.0549,51,False,68.8,85.0,0,10.58087255199011,0,73.69,Stable,1.44
D0258,Kasaragod,Kerala,0.7548,75.48,166582,0.1033,False,10.33,0,1999,20.04,0.0834,29,False,20.040000000000006,48.333333333333336,0,34.6570704787399,1,63.85,Watchlist,3.01
D0259,Kollam,Kerala,0.8117,81.17,79970,0.0966,False,9.66,0,471,81.16,0.0591,15,False,81.16,25.0,0,27.229860108575462,1,84.44,Stable,0.92
D0260,Kottayam,Kerala,0.7587,75.87,331288,0.2751,True,27.51,1,1547,38.12,0.1255,28,False,38.12,46.666666666666664,0,21.434063351402116,1,66.16,Watchlist,4.25
D0261,Kozhikode,Kerala,0.8829,88.29,57643,0.2283,False,22.830000000000002,0,1979,20.84,0.033,39,False,20.840000000000003,65.0,0,45.703696042844896,2,63.52,Watchlist,1.2
D0262,Malappuram,Kerala,0.8879,88.79,160574,0.1319,False,13.19,0,2192,12.32,0.181,52,False,12.319999999999993,86.66666666666667,0,45.1374395501019,2,59.74,Watchlist,7.29
D0263,Palakkad,Kerala,0.9462,94.62,144800,0.0924,False,9.24,0,1664,33.44,0.0903,14,True,33.44,23.333333333333332,50,47.377150813641144,1,69.36,Watchlist,2.77
D0264,Pathanamthitta,Kerala,0.8009,80.08999999999999,99367,0.0973,False,9.73,0,1208,51.68,0.108,26,True,51.68,43.333333333333336,50,46.17052056768481,1,66.49,Watchlist,3.62
D0265,Thiruvananthapuram,Kerala,0.8331,83.31,244039,0.1916,False,19.16,0,2414,3.44,0.2112,45,False,3.4399999999999977,75.0,0,9.906247284215528,0,56.73,Watchlist,9.14
D0266,Thrissur,Kerala,0.8253,82.53,227753,0.0867,False,8.67,0,2162,13.52,0.1365,41,False,13.519999999999996,68.33333333333333,0,10.423244819119352,0,61.59,Watchlist,5.24
D0267,Wayanad,Kerala,0.9787,97.87,59368,0.0908,False,9.08,0,1155,53.8,0.0424,14,False,53.8,23.333333333333332,0,10.75358335209117,0,82.95,Stable,0.72
D0268,Agar Malwa,Madhya Pradesh,0.7824,78.24,183496,0.1349,False,13.489999999999998,0,782,68.72,0.0867,18,False,68.72,30.0,0,39.06596105890991,1,79.13,Stable,1.81
D0269,Alirajpur,Madhya Pradesh,0.8715,87.15,97700,0.29,False,28.999999999999996,0,479,80.84,0.1141,17,False,80.84,28.333333333333332,0,7.748920218726478,0,82.76,Stable,1.97
D0270,Anuppur,Madhya Pradesh,0.8946,89.46,68720,0.1352,False,13.52,0,2096,16.16,0.0478,52,False,16.159999999999997,86.66666666666667,0,9.18370695637048,0,60.85,Watchlist,1.87
D0271,Ashoknagar,Madhya Pradesh,0.764,76.4,129491,0.2403,False,24.03,0,2004,19.84,0.1218,58,False,19.840000000000003,96.66666666666667,0,8.280200953131123,0,54.78,Watchlist,5.51
D0272,Balaghat,Madhya Pradesh,0.791,79.10000000000001,10151,0.2719,False,27.189999999999998,0,892,64.32,0.0908,46,False,64.32,76.66666666666667,0,32.93632683772111,1,69.23,Watchlist,2.79
D0273,Barwani,Madhya Pradesh,0.8723,87.22999999999999,98495,0.2677,False,26.77,0,494,80.24,0.044,47,False,80.24,78.33333333333333,0,8.711471687201461,0,75.46,Stable,1.08
D0274,Betul,Madhya Pradesh,0.8523,85.22999999999999,260919,0.2296,True,22.96,1,520,79.2,0.1872,28,False,79.2,46.666666666666664,0,32.39937046203107,1,79.92,Stable,3.76
D0275,Bhind,Madhya Pradesh,0.8761,87.61,152741,0.2089,False,20.89,0,2124,15.04,0.0597,54,False,15.040000000000006,90.0,0,3.067062200750538,0,58.41,Watchlist,2.48
D0276,Bhopal,Madhya Pradesh,0.8655,86.55000000000001,130226,0.1891,False,18.91,0,1968,21.28,0.0662,51,False,21.28,85.0,0,9.10310328460288,0,60.7,Watchlist,2.6
D0277,Burhanpur,Madhya Pradesh,0.8276,82.76,21306,0.0794,False,7.9399999999999995,0,2051,17.96,0.2129,15,False,17.959999999999994,25.0,0,11.546535744822409,0,69.38,Watchlist,6.52
D0278,Chhatarpur,Madhya Pradesh,0.7763,77.63,123056,0.1346,True,13.459999999999999,1,2032,18.72,0.2493,45,False,18.72,75.0,0,48.625764819271296,2,59.7,Watchlist,10.05
D0279,Chhindwara,Madhya Pradesh,0.786,78.60000000000001,21468,0.2538,False,25.380000000000003,0,1849,26.04,0.0619,46,False,26.040000000000006,76.66666666666667,0,9.36450196003583,0,59.78,Watchlist,2.49
D0280,Damoh,Madhya Pradesh,0.9793,97.92999999999999,14086,0.1748,False,17.48,0,1434,42.64,0.1386,22,False,42.64,36.666666666666664,0,7.474513323487349,0,76.92,Stable,3.2
D0281,Datia,Madhya Pradesh,0.9518,95.17999999999999,126672,0.1103,False,11.03,0,1512,39.52,0.2431,29,False,39.52,48.333333333333336,0,43.83177977788811,2,74.53,Stable,6.19
D0282,Dewas,Madhya Pradesh,0.858,85.8,64597,0.296,False,29.599999999999998,0,538,78.48,0.092,58,True,78.48,96.66666666666667,50,29.257235625071676,1,63.92,Watchlist,3.32
