district_id,district_name,state,year,fingerprint_updates,iris_updates,photo_updates,total_biometric_updates,child_biometric_updates,senior_biometric_updates,avg_biometric_age_days,biometric_freshness_score,biometric_failure_rate,last_update_gap_months,child_refresh_gap_months,anomaly_detected,authentication_success_rate
D0196,Shimla,Himachal Pradesh,2020,295646,165771,95004,556421,63376,15211,1465,41.4,0.1097,42,13,False,0.8903
D0196,Shimla,Himachal Pradesh,2021,183774,30654,249513,463941,39703,17216,2202,11.92,0.2506,8,59,False,0.7494
D0196,Shimla,Himachal Pradesh,2022,46729,149156,223258,419143,32430,32557,421,83.16,0.1483,24,27,False,0.8517
D0196,Shimla,Himachal Pradesh,2023,179533,132353,214582,526468,75719,29258,2426,2.96,0.2121,31,49,False,0.7879
D0196,Shimla,Himachal Pradesh,2024,183264,44395,70997,298656,61817,15550,1022,59.12,0.054,24,51,False,0.946
D0196,Shimla,Himachal Pradesh,2025,243984,134174,237316,615474,51351,10828,684,72.64,0.0765,16,53,False,0.9235
D0197,Sirmaur,Himachal Pradesh,2020,91058,215430,328028,634516,74113,48476,1062,57.52,0.1364,44,15,False,0.8636
D0197,Sirmaur,Himachal Pradesh,2021,431136,194275,268950,894361,98140,11243,2425,3.0,0.2,10,22,False,0.8
D0197,Sirmaur,Himachal Pradesh,2022,209050,166944,115538,491532,49774,48218,2109,15.64,0.2297,22,33,False,0.7703
D0197,Sirmaur,Himachal Pradesh,2023,133479,76392,266231,476102,68534,36161,851,65.96,0.1695,8,51,False,0.8305
D0197,Sirmaur,Himachal Pradesh,2024,294239,163559,304354,762152,102086,48555,1265,49.4,0.1642,7,56,False,0.8358
D0197,Sirmaur,Himachal Pradesh,2025,183279,229767,218165,631211,64267,37449,998,60.08,0.1076,40,47,False,0.8924
D0198,Solan,Himachal Pradesh,2020,107335,68243,27685,203263,8688,15137,1589,36.44,0.2807,10,53,False,0.7193
D0198,Solan,Himachal Pradesh,2021,75028,59401,91913,226342,32539,5107,570,77.2,0.037,27,32,False,0.963
D0198,Solan,Himachal Pradesh,2022,81151,60950,48208,190309,29947,10628,2143,14.28,0.1407,13,20,False,0.8593
D0198,Solan,Himachal Pradesh,2023,70073,11933,35963,117969,29624,16083,1036,58.56,0.0686,6,16,False,0.9314
D0198,Solan,Himachal Pradesh,2024,80337,41662,96088,218087,23573,15369,453,81.88,0.1538,41,44,False,0.8462
D0198,Solan,Himachal Pradesh,2025,98135,27438,102257,227830,18194,11605,743,70.28,0.052,25,38,False,0.948
D0199,Una,Himachal Pradesh,2020,144750,102253,89707,336710,17020,18755,2458,1.68,0.1956,37,52,False,0.8044
D0199,Una,Himachal Pradesh,2021,33392,107458,159742,300592,33100,23548,1540,38.4,0.1151,38,30,False,0.8849
D0199,Una,Himachal Pradesh,2022,51021,34015,150057,235093,34044,15225,570,77.2,0.087,33,44,False,0.913
D0199,Una,Himachal Pradesh,2023,160516,37768,153342,351626,48330,18631,1745,30.2,0.0288,42,40,False,0.9712
D0199,Una,Himachal Pradesh,2024,177854,120129,48419,346402,16991,24976,2425,3.0,0.1974,37,57,False,0.8026
D0199,Una,Himachal Pradesh,2025,75167,71309,51175,197651,29607,13992,1438,42.48,0.0343,38,41,False,0.9657
D0200,Bokaro,Jharkhand,2020,184376,35761,97344,317481,41748,15468,462,81.52,0.0505,26,45,False,0.9495
D0200,Bokaro,Jharkhand,2021,139947,22495,157651,320093,46393,14929,1992,20.32,0.2036,22,58,False,0.7964
D0200,Bokaro,Jharkhand,2022,30477,34110,70801,135388,22869,12659,2290,8.4,0.1502,18,26,False,0.8498
D0200,Bokaro,Jharkhand,2023,84135,69159,90900,244194,12479,22105,916,63.36,0.1345,30,26,False,0.8655
D0200,Bokaro,Jharkhand,2024,179868,90651,94095,364614,17514,13126,634,74.64,0.1014,34,28,False,0.8986
D0200,Bokaro,Jharkhand,2025,56307,89079,78953,224339,48476,17900,1877,24.92,0.1715,43,23,False,0.8285
D0201,Chatra,Jharkhand,2020,319138,160645,158208,637991,74795,27212,1473,41.08,0.1429,39,22,False,0.8571
D0201,Chatra,Jharkhand,2021,66478,42753,208258,317489,85519,12721,2409,3.64,0.3199,21,22,False,0.6801
D0201,Chatra,Jharkhand,2022,127371,106813,162074,396258,58031,18314,1280,48.8,0.0592,41,52,False,0.9408
D0201,Chatra,Jharkhand,2023,137731,153306,305491,596528,87778,12678,1985,20.6,0.102,17,22,False,0.898
D0201,Chatra,Jharkhand,2024,280102,206773,195182,682057,81921,45983,1796,28.16,0.0906,7,23,False,0.9094
D0201,Chatra,Jharkhand,2025,357223,188594,233203,779020,37820,18457,1273,49.08,0.1106,6,23,False,0.8894
D0202,Deoghar,Jharkhand,2020,215388,48469,116916,380773,49520,17743,728,70.88,0.1989,32,33,False,0.8011
D0202,Deoghar,Jharkhand,2021,187284,47557,200418,435259,15426,18837,1877,24.92,0.1253,37,38,True,0.8747
D0202,Deoghar,Jharkhand,2022,151261,43309,53315,247885,21046,6922,1544,38.24,0.1137,44,19,False,0.8863
D0202,Deoghar,Jharkhand,2023,58444,115654,134539,308637,22207,20370,997,60.12,0.0397,18,22,False,0.9603
D0202,Deoghar,Jharkhand,2024,121039,27983,121850,270872,47440,29667,1045,58.2,0.1371,11,29,False,0.8629
D0202,Deoghar,Jharkhand,2025,41422,123849,113454,278725,63458,16193,2487,0.52,0.0714,27,19,False,0.9286
D0203,Dhanbad,Jharkhand,2020,233246,120592,89089,442927,37957,30094,1100,56.0,0.0253,11,24,False,0.9747
D0203,Dhanbad,Jharkhand,2021,239733,67413,131338,438484,41266,7328,778,68.88,0.1102,30,56,False,0.8898
D0203,Dhanbad,Jharkhand,2022,64763,125896,191206,381865,52483,21401,1927,22.92,0.2385,30,21,False,0.7615
D0203,Dhanbad,Jharkhand,2023,122551,20046,129497,272094,29867,28483,484,80.64,0.0356,32,49,False,0.9644
D0203,Dhanbad,Jharkhand,2024,203441,94664,76087,374192,44502,19205,417,83.32,0.0946,8,40,False,0.9054
D0203,Dhanbad,Jharkhand,2025,142597,96850,92492,331939,63187,26387,2396,4.16,0.2755,29,42,False,0.7245
D0204,Dumka,Jharkhand,2020,141501,106301,90588,338390,36866,17609,1955,21.8,0.2044,24,32,False,0.7956
D0204,Dumka,Jharkhand,2021,133247,104964,159320,397531,45350,14137,2250,10.0,0.1436,44,59,False,0.8564
D0204,Dumka,Jharkhand,2022,189150,109239,71665,370054,31320,14550,1326,46.96,0.0566,8,48,False,0.9434
D0204,Dumka,Jharkhand,2023,50167,86773,130442,267382,44726,6906,1655,33.8,0.1276,44,33,True,0.8724
D0204,Dumka,Jharkhand,2024,163873,67919,86540,318332,11994,9553,2431,2.76,0.15,44,32,False,0.85
D0204,Dumka,Jharkhand,2025,202500,79108,147551,429159,20145,6917,2273,9.08,0.2379,19,44,False,0.7621
D0205,East Singhbhum,Jharkhand,2020,155324,26025,129625,310974,23215,7309,890,64.4,0.197,21,52,False,0.803
D0205,East Singhbhum,Jharkhand,2021,64693,91166,53126,208985,35371,12209,1514,39.44,0.2503,15,41,False,0.7497
D0205,East Singhbhum,Jharkhand,2022,168128,62723,59395,290246,46254,14197,577,76.92,0.0671,45,41,True,0.9329
D0205,East Singhbhum,Jharkhand,2023,163647,60392,98144,322183,35212,18593,1003,59.88,0.1976,15,28,False,0.8024
D0205,East Singhbhum,Jharkhand,2024,121235,20780,140945,282960,32828,22439,743,70.28,0.1423,35,22,False,0.8577
D0205,East Singhbhum,Jharkhand,2025,128676,44761,68568,242005,46873,18166,1035,58.6,0.1687,33,43,False,0.8313
D0206,Garhwa,Jharkhand,2020,179066,24818,243083,446967,50317,8217,1396,44.16,0.0792,28,42,False,0.9208
D0206,Garhwa,Jharkhand,2021,313426,70957,114921,499304,26089,9061,2220,11.2,0.2705,38,37,False,0.7295
D0206,Garhwa,Jharkhand,2022,263183,34930,235566,533679,19156,31618,417,83.32,0.0526,44,16,False,0.9474
D0206,Garhwa,Jharkhand,2023,252464,67522,130787,450773,27881,32720,2210,11.6,0.101,46,59,False,0.899
D0206,Garhwa,Jharkhand,2024,125984,72915,96416,295315,45319,10971,2046,18.16,0.118,14,34,False,0.882
D0206,Garhwa,Jharkhand,2025,66246,139406,231173,436825,18695,38052,2074,17.04,0.0409,22,16,True,0.9591
D0207,Giridih,Jharkhand,2020,109529,66921,126233,302683,18718,17372,1916,23.36,0.0571,47,18,False,0.9429
D0207,Giridih,Jharkhand,2021,150890,14204,67184,232278,24530,12196,2105,15.8,0.0873,36,59,False,0.9127
D0207,Giridih,Jharkhand,2022,66899,67890,143277,278066,37969,8192,1466,41.36,0.1688,39,35,False,0.8312
D0207,Giridih,Jharkhand,2023,143635,19237,137745,300617,41231,21264,576,76.96,0.0618,6,20,False,0.9382
D0207,Giridih,Jharkhand,2024,81989,19202,87630,188821,24057,16404,2274,9.04,0.0868,44,24,False,0.9132
D0207,Giridih,Jharkhand,2025,33974,37256,95456,166686,42063,8980,1092,56.32,0.1264,34,48,False,0.8736
D0208,Godda,Jharkhand,2020,16366,10944,33799,61109,13488,7350,1099,56.04,0.1703,44,59,False,0.8297
D0208,Godda,Jharkhand,2021,16078,12148,61040,89266,26187,11104,686,72.56,0.1923,9,34,False,0.8077
D0208,Godda,Jharkhand,2022,45065,44186,48813,138064,19343,12441,1130,54.8,0.1658,20,30,True,0.8342
D0208,Godda,Jharkhand,2023,26542,42760,23613,92915,10549,5821,456,81.76,0.0359,21,18,False,0.9641
D0208,Godda,Jharkhand,2024,32857,28100,25114,86071,25822,8258,905,63.8,0.078,28,27,False,0.922
D0208,Godda,Jharkhand,2025,97240,13415,78731,189386,16441,5283,2086,16.56,0.1795,47,56,False,0.8205
D0209,Gumla,Jharkhand,2020,162988,108692,317379,589059,49102,43765,1944,22.24,0.241,9,43,False,0.759
D0209,Gumla,Jharkhand,2021,112296,143155,83032,338483,41728,16426,2196,12.16,0.12,6,53,False,0.88
D0209,Gumla,Jharkhand,2022,74471,75195,151932,301598,66537,19715,2143,14.28,0.295,31,34,True,0.705
D0209,Gumla,Jharkhand,2023,272581,216358,90598,579537,44777,21174,2279,8.84,0.1175,14,40,False,0.8825
D0209,Gumla,Jharkhand,2024,296157,184188,190630,670975,90434,49526,1796,28.16,0.1944,26,20,False,0.8056
D0209,Gumla,Jharkhand,2025,135211,83543,121080,339834,54524,28206,1388,44.48,0.1843,42,14,False,0.8157
D0210,Hazaribagh,Jharkhand,2020,19105,30794,22712,72611,9086,4746,2322,7.12,0.2269,21,30,False,0.7731
D0210,Hazaribagh,Jharkhand,2021,54880,47203,72864,174947,26845,7410,2007,19.72,0.1533,22,47,False,0.8467
D0210,Hazaribagh,Jharkhand,2022,17425,17514,78536,113475,22148,4700,1873,25.08,0.1376,15,56,True,0.8624
D0210,Hazaribagh,Jharkhand,2023,30759,8746,31591,71096,12883,12651,538,78.48,0.0469,9,29,False,0.9531
D0210,Hazaribagh,Jharkhand,2024,17247,35068,27632,79947,12947,13203,653,73.88,0.1361,37,54,False,0.8639
D0210,Hazaribagh,Jharkhand,2025,53620,30308,32188,116116,12435,7492,1492,40.32,0.1849,6,47,True,0.8151
D0211,Jamtara,Jharkhand,2020,168948,80769,98179,347896,51421,12229,2200,12.0,0.3173,19,21,False,0.6827
D0211,Jamtara,Jharkhand,2021,201778,19191,101017,321986,44298,22414,1927,22.92,0.1077,10,29,False,0.8923
D0211,Jamtara,Jharkhand,2022,213506,42576,126019,382101,44400,7282,1382,44.72,0.1763,26,55,False,0.8237
D0211,Jamtara,Jharkhand,2023,43957,111883,53516,209356,36995,15697,1386,44.56,0.1105,17,49,False,0.8895
D0211,Jamtara,Jharkhand,2024,213171,71069,104039,388279,47575,22836,394,84.24,0.0736,16,30,False,0.9264
D0211,Jamtara,Jharkhand,2025,154678,75746,120913,351337,19145,10267,1803,27.88,0.1031,33,36,False,0.8969
D0212,Khunti,Jharkhand,2020,182353,131919,197787,512059,21895,22031,530,78.8,0.0714,11,30,False,0.9286
D0212,Khunti,Jharkhand,2021,153104,44225,106295,303624,21033,30889,1465,41.4,0.0284,8,14,True,0.9716
D0212,Khunti,Jharkhand,2022,111148,82597,150775,344520,47215,18706,1399,44.04,0.0305,9,39,False,0.9695
D0212,Khunti,Jharkhand,2023,146486,75214,171722,393422,48123,17656,1132,54.72,0.1988,47,52,False,0.8012
D0212,Khunti,Jharkhand,2024,106051,132711,163652,402414,30769,16177,2345,6.2,0.2152,14,31,False,0.7848
D0212,Khunti,Jharkhand,2025,213544,41630,101996,357170,53437,8608,805,67.8,0.1801,12,23,False,0.8199
D0213,Koderma,Jharkhand,2020,72865,150495,91228,314588,42224,9590,1481,40.76,0.1735,20,34,False,0.8265
D0213,Koderma,Jharkhand,2021,250190,92538,252446,595174,32555,26246,1995,20.2,0.1083,22,46,False,0.8917
D0213,Koderma,Jharkhand,2022,265399,128868,68960,463227,46443,24013,1407,43.72,0.1584,36,23,True,0.8416
D0213,Koderma,Jharkhand,2023,169466,61693,159429,390588,17984,11077,2105,15.8,0.2508,8,21,False,0.7492
D0213,Koderma,Jharkhand,2024,268809,28676,82541,380026,22999,17191,2270,9.2,0.0573,8,44,True,0.9427
D0213,Koderma,Jharkhand,2025,78232,23710,205049,306991,64200,27833,1041,58.36,0.1228,17,40,False,0.8772
D0214,Latehar,Jharkhand,2020,133424,119273,113921,366618,34419,7547,2019,19.24,0.0745,32,47,True,0.9255
D0214,Latehar,Jharkhand,2021,205991,124236,89939,420166,44908,12781,860,65.6,0.1431,31,38,False,0.8569
D0214,Latehar,Jharkhand,2022,61916,127250,140937,330103,50145,14633,437,82.52,0.1928,35,43,False,0.8072
D0214,Latehar,Jharkhand,2023,170894,102313,163045,436252,35767,16575,948,62.08,0.1096,15,26,False,0.8904
D0214,Latehar,Jharkhand,2024,57725,123836,81261,262822,20330,8352,1614,35.44,0.1172,41,41,False,0.8828
D0214,Latehar,Jharkhand,2025,105899,78902,77581,262382,20988,22157,1744,30.24,0.0685,10,23,False,0.9315
D0215,Lohardaga,Jharkhand,2020,56237,60090,143961,260288,59442,16918,2319,7.24,0.0868,24,28,False,0.9132
D0215,Lohardaga,Jharkhand,2021,209667,27665,172828,410160,41980,27376,2041,18.36,0.1386,18,55,False,0.8614
D0215,Lohardaga,Jharkhand,2022,186585,78260,112899,377744,35482,23210,1721,31.16,0.2092,10,13,False,0.7908
D0215,Lohardaga,Jharkhand,2023,118938,98107,184457,401502,51794,27639,2474,1.04,0.0629,22,47,False,0.9371
D0215,Lohardaga,Jharkhand,2024,83235,67961,144687,295883,35753,11378,1984,20.64,0.3295,39,39,False,0.6705
D0215,Lohardaga,Jharkhand,2025,111954,34477,166346,312777,30776,22059,820,67.2,0.1633,43,50,False,0.8367
D0216,Pakur,Jharkhand,2020,69549,38594,50824,158967,15950,2989,1016,59.36,0.1219,34,52,False,0.8781
D0216,Pakur,Jharkhand,2021,30382,9889,28018,68289,24098,7617,1684,32.64,0.0577,33,19,False,0.9423
D0216,Pakur,Jharkhand,2022,32326,11061,31885,75272,22907,10483,1765,29.4,0.0307,10,37,False,0.9693
D0216,Pakur,Jharkhand,2023,97969,39448,66560,203977,19024,8238,690,72.4,0.1989,47,37,False,0.8011
D0216,Pakur,Jharkhand,2024,30332,29746,70135,130213,23597,11564,2310,7.6,0.1721,20,14,False,0.8279
D0216,Pakur,Jharkhand,2025,31557,21257,24870,77684,19756,2532,629,74.84,0.0285,13,30,False,0.9715
D0217,Palamu,Jharkhand,2020,62898,60227,178268,301393,26780,28099,1660,33.6,0.1508,22,43,False,0.8492
D0217,Palamu,Jharkhand,2021,289806,134949,210302,635057,93776,12921,1017,59.32,0.0749,15,21,False,0.9251
D0217,Palamu,Jharkhand,2022,156701,182018,91934,430653,37808,30395,1447,42.12,0.167,43,53,True,0.833
D0217,Palamu,Jharkhand,2023,169283,159748,125240,454271,43945,23991,751,69.96,0.0754,39,29,False,0.9246
D0217,Palamu,Jharkhand,2024,311124,172299,187910,671333,44401,41508,1213,51.48,0.1251,36,45,False,0.8749
D0217,Palamu,Jharkhand,2025,357889,202996,305659,866544,95837,13705,1998,20.08,0.199,16,16,True,0.801
D0218,Ramgarh,Jharkhand,2020,220901,50078,140061,411040,48186,20904,641,74.36,0.0349,41,18,False,0.9651
D0218,Ramgarh,Jharkhand,2021,174302,29252,91126,294680,20274,7693,507,79.72,0.0701,42,15,False,0.9299
D0218,Ramgarh,Jharkhand,2022,236166,103917,146023,486106,59475,9357,1305,47.8,0.1196,27,28,False,0.8804
D0218,Ramgarh,Jharkhand,2023,207235,34301,78398,319934,49207,14266,814,67.44,0.1106,14,18,False,0.8894
D0218,Ramgarh,Jharkhand,2024,223299,63488,87246,374033,46120,6683,1778,28.88,0.2201,11,24,False,0.7799
D0218,Ramgarh,Jharkhand,2025,149075,105092,86024,340191,17419,25273,1376,44.96,0.1685,35,17,False,0.8315
D0219,Ranchi,Jharkhand,2020,245345,76132,169678,491155,44255,21041,1445,42.2,0.0309,36,26,True,0.9691
D0219,Ranchi,Jharkhand,2021,45676,47866,152538,246080,17721,19095,750,70.0,0.182,21,17,False,0.818
D0219,Ranchi,Jharkhand,2022,177420,55442,57620,290482,16620,16353,1411,43.56,0.1111,6,36,True,0.8889
D0219,Ranchi,Jharkhand,2023,61641,118754,197419,377814,29109,30072,538,78.48,0.0202,29,14,False,0.9798
D0219,Ranchi,Jharkhand,2024,154232,69685,110503,334420,14028,21160,2491,0.36,0.2524,42,19,True,0.7476
D0219,Ranchi,Jharkhand,2025,127735,87795,80087,295617,19821,8175,486,80.56,0.029,16,31,False,0.971
D0220,Sahebganj,Jharkhand,2020,114452,63189,184990,362631,91612,44257,879,64.84,0.0529,29,47,False,0.9471
D0220,Sahebganj,Jharkhand,2021,135473,161197,269704,566374,72146,20479,1433,42.68,0.0486,22,48,False,0.9514
D0220,Sahebganj,Jharkhand,2022,323541,201847,163410,688798,66895,40581,956,61.76,0.1498,23,30,False,0.8502
D0220,Sahebganj,Jharkhand,2023,387084,70840,303417,761341,37249,31883,1106,55.76,0.1696,6,37,False,0.8304
D0220,Sahebganj,Jharkhand,2024,363214,148908,106959,619081,96900,16689,1174,53.04,0.1435,38,36,False,0.8565
D0220,Sahebganj,Jharkhand,2025,162944,165496,96036,424476,82027,29977,1920,23.2,0.2274,27,19,False,0.7726
D0221,Seraikela Kharsawan,Jharkhand,2020,127717,89732,299894,517343,82725,23827,854,65.84,0.0361,46,16,False,0.9639
D0221,Seraikela Kharsawan,Jharkhand,2021,281904,138712,270199,690815,38409,44021,1794,28.24,0.2137,24,45,False,0.7863
D0221,Seraikela Kharsawan,Jharkhand,2022,355936,87860,160218,604014,83183,26228,1981,20.76,0.0678,38,13,False,0.9322
D0221,Seraikela Kharsawan,Jharkhand,2023,244089,147280,143321,534690,64708,17743,2189,12.44,0.1232,42,57,False,0.8768
D0221,Seraikela Kharsawan,Jharkhand,2024,64699,95207,278766,438672,47661,21000,1385,44.6,0.179,34,58,False,0.821
D0221,Seraikela Kharsawan,Jharkhand,2025,170110,122800,85653,378563,77693,37553,1284,48.64,0.1074,6,21,False,0.8926
D0222,Simdega,Jharkhand,2020,166934,70300,149648,386882,61631,21091,1301,47.96,0.1462,14,16,False,0.8538
D0222,Simdega,Jharkhand,2021,256412,141023,210053,607488,40767,17789,2048,18.08,0.1551,23,56,True,0.8449
D0222,Simdega,Jharkhand,2022,60945,164784,151910,377639,74148,19038,2112,15.52,0.1692,22,34,False,0.8308
D0222,Simdega,Jharkhand,2023,105875,152662,148138,406675,50545,14049,1712,31.52,0.3085,16,16,False,0.6915
D0222,Simdega,Jharkhand,2024,130284,39745,207274,377303,70643,20728,1516,39.36,0.0347,16,50,False,0.9653
D0222,Simdega,Jharkhand,2025,221160,76633,186043,483836,69743,19706,2228,10.88,0.1243,9,35,False,0.8757
D0223,West Singhbhum,Jharkhand,2020,38206,39638,45482,123326,16734,3439,2130,14.8,0.2637,40,25,False,0.7363
D0223,West Singhbhum,Jharkhand,2021,37650,28257,18584,84491,8076,3486,1486,40.56,0.0887,37,46,False,0.9113
D0223,West Singhbhum,Jharkhand,2022,15429,24209,47016,86654,17640,6651,2271,9.16,0.1161,40,59,False,0.8839
D0223,West Singhbhum,Jharkhand,2023,53909,23005,16002,92916,8060,2978,1199,52.04,0.0843,41,47,False,0.9157
D0223,West Singhbhum,Jharkhand,2024,63459,14962,52088,130509,7924,6878,692,72.32,0.067,8,26,False,0.933
D0223,West Singhbhum,Jharkhand,2025,52930,35319,23595,111844,13846,2755,890,64.4,0.1676,20,57,False,0.8324
D0224,Bagalkot,Karnataka,2020,64941,38806,99354,203101,16009,7229,2491,0.36,0.0759,14,35,False,0.9241
D0224,Bagalkot,Karnataka,2021,162346,67208,36356,265910,28111,9184,499,80.04,0.1824,15,48,True,0.8176
D0224,Bagalkot,Karnataka,2022,159030,51108,44221,254359,20102,4833,1204,51.84,0.1635,14,50,False,0.8365
D0224,Bagalkot,Karnataka,2023,134917,49608,120554,305079,40519,19909,786,68.56,0.1381,26,46,False,0.8619
D0224,Bagalkot,Karnataka,2024,56938,86636,75198,218772,13601,4434,2370,5.2,0.2428,31,49,False,0.7572
D0224,Bagalkot,Karnataka,2025,58162,47996,96338,202496,10624,9704,2182,12.72,0.0574,45,59,False,0.9426
D0225,Ballari,Karnataka,2020,206567,76553,162275,445395,46293,23294,1124,55.04,0.1472,45,47,False,0.8528
D0225,Ballari,Karnataka,2021,258595,146298,131059,535952,29403,37336,434,82.64,0.1585,16,44,False,0.8415
D0225,Ballari,Karnataka,2022,47037,162198,209857,419092,69810,14174,751,69.96,0.0643,32,47,False,0.9357
D0225,Ballari,Karnataka,2023,289097,121459,151550,562106,68904,15040,1912,23.52,0.0337,40,14,False,0.9663
D0225,Ballari,Karnataka,2024,80360,133795,175885,390040,49092,34680,2189,12.44,0.0681,43,47,False,0.9319
D0225,Ballari,Karnataka,2025,187959,108333,84549,380841,54207,33575,1296,48.16,0.0518,11,35,False,0.9482
D0226,Belagavi,Karnataka,2020,55121,58694,85360,199175,19312,12924,1351,45.96,0.1117,25,18,False,0.8883
D0226,Belagavi,Karnataka,2021,95932,23456,33290,152678,31392,4753,1478,40.88,0.0964,23,55,False,0.9036
D0226,Belagavi,Karnataka,2022,70254,10368,59684,140306,24780,6035,1857,25.72,0.0819,31,25,False,0.9181
D0226,Belagavi,Karnataka,2023,59509,61466,81221,202196,15808,10553,477,80.92,0.0221,41,27,False,0.9779
D0226,Belagavi,Karnataka,2024,43484,34874,67741,146099,25218,5009,1403,43.88,0.1759,47,18,False,0.8241
D0226,Belagavi,Karnataka,2025,114415,12717,53229,180361,10990,4829,1764,29.44,0.0951,16,15,False,0.9049
D0227,Bengaluru Rural,Karnataka,2020,317802,88445,276858,683105,99620,35511,625,75.0,0.0347,9,32,False,0.9653
D0227,Bengaluru Rural,Karnataka,2021,152545,60225,100953,313723,38743,41469,1239,50.44,0.1941,35,55,False,0.8059
D0227,Bengaluru Rural,Karnataka,2022,104534,144757,211097,460388,95700,40170,2173,13.08,0.2487,37,36,False,0.7513
D0227,Bengaluru Rural,Karnataka,2023,80132,97400,139878,317410,67588,18286,1819,27.24,0.0888,37,34,True,0.9112
D0227,Bengaluru Rural,Karnataka,2024,198910,131485,151208,481603,77901,43826,641,74.36,0.1888,28,43,False,0.8112
D0227,Bengaluru Rural,Karnataka,2025,226290,164183,94717,485190,99816,31668,2487,0.52,0.0416,35,54,False,0.9584
D0228,Bengaluru Urban,Karnataka,2020,79170,25378,40498,145046,23210,8835,1584,36.64,0.184,14,44,True,0.816
D0228,Bengaluru Urban,Karnataka,2021,65847,24231,23716,113794,15057,2559,514,79.44,0.1347,19,22,False,0.8653
D0228,Bengaluru Urban,Karnataka,2022,58913,14381,46597,119891,7758,8225,1284,48.64,0.1896,6,53,False,0.8104
D0228,Bengaluru Urban,Karnataka,2023,40337,12479,58839,111655,13393,11021,788,68.48,0.0571,10,15,False,0.9429
D0228,Bengaluru Urban,Karnataka,2024,55950,47194,21397,124541,11807,10099,1121,55.16,0.1225,44,49,True,0.8775
D0228,Bengaluru Urban,Karnataka,2025,59834,44311,31940,136085,22724,7705,1763,29.48,0.1559,29,56,False,0.8441
D0229,Bidar,Karnataka,2020,192996,45414,176507,414917,64924,24621,2325,7.0,0.2129,38,55,False,0.7871
D0229,Bidar,Karnataka,2021,174365,125253,109348,408966,34183,23925,1986,20.56,0.2241,9,54,False,0.7759
D0229,Bidar,Karnataka,2022,278002,143794,228417,650213,30807,34736,2203,11.88,0.157,15,14,False,0.843
D0229,Bidar,Karnataka,2023,246415,50735,185024,482174,51828,26872,484,80.64,0.0756,28,59,False,0.9244
D0229,Bidar,Karnataka,2024,163874,76065,187847,427786,36918,38245,1154,53.84,0.0646,47,25,False,0.9354
D0229,Bidar,Karnataka,2025,288884,58216,71492,418592,51632,26147,945,62.2,0.1355,45,46,False,0.8645
D0230,Chamarajanagar,Karnataka,2020,111020,21802,51614,184436,36576,12428,2036,18.56,0.2435,32,12,False,0.7565
D0230,Chamarajanagar,Karnataka,2021,69689,94972,42502,207163,16740,7272,539,78.44,0.0209,32,18,False,0.9791
D0230,Chamarajanagar,Karnataka,2022,74258,64899,153726,292883,28303,10236,1761,29.56,0.2246,39,30,False,0.7754
D0230,Chamarajanagar,Karnataka,2023,72243,29461,138891,240595,42013,23690,394,84.24,0.1173,15,54,False,0.8827
D0230,Chamarajanagar,Karnataka,2024,148247,25871,39762,213880,13578,11970,1557,37.72,0.2217,6,37,False,0.7783
D0230,Chamarajanagar,Karnataka,2025,187873,23516,151618,363007,32560,10222,2197,12.12,0.0405,33,58,False,0.9595
D0231,Chikkaballapur,Karnataka,2020,352452,187861,86932,627245,42748,19096,1032,58.72,0.1778,37,48,False,0.8222
D0231,Chikkaballapur,Karnataka,2021,224007,173141,103549,500697,51751,29437,1052,57.92,0.0513,42,44,False,0.9487
D0231,Chikkaballapur,Karnataka,2022,287228,153750,221124,662102,52141,41040,2403,3.88,0.1668,27,18,False,0.8332
D0231,Chikkaballapur,Karnataka,2023,253972,124532,151012,529516,92950,38649,1534,38.64,0.0823,7,33,True,0.9177
D0231,Chikkaballapur,Karnataka,2024,129300,103223,133335,365858,98080,19008,1810,27.6,0.0409,11,26,False,0.9591
D0231,Chikkaballapur,Karnataka,2025,235123,172784,179599,587506,49514,15100,791,68.36,0.1846,43,52,False,0.8154
D0232,Chikkamagaluru,Karnataka,2020,220791,25233,219677,465701,73232,25415,1791,28.36,0.1264,10,16,False,0.8736
D0232,Chikkamagaluru,Karnataka,2021,264664,138627,229746,633037,71071,35022,1084,56.64,0.0637,33,28,False,0.9363
D0232,Chikkamagaluru,Karnataka,2022,303803,127091,192631,623525,74291,16241,460,81.6,0.0722,42,39,False,0.9278
D0232,Chikkamagaluru,Karnataka,2023,93941,91550,211863,397354,39498,10505,1106,55.76,0.0681,45,36,False,0.9319
D0232,Chikkamagaluru,Karnataka,2024,192102,145032,67742,404876,53997,32869,876,64.96,0.0827,45,28,False,0.9173
D0232,Chikkamagaluru,Karnataka,2025,281474,64202,216262,561938,36457,31865,436,82.56,0.1043,13,23,False,0.8957
D0233,Chitradurga,Karnataka,2020,84578,44755,45161,174494,35371,12088,1724,31.04,0.1828,47,38,False,0.8172
D0233,Chitradurga,Karnataka,2021,34199,26278,59441,119918,14465,7986,2125,15.0,0.1482,30,23,False,0.8518
D0233,Chitradurga,Karnataka,2022,128320,19302,76131,223753,36030,14671,2481,0.76,0.0567,27,20,False,0.9433
D0233,Chitradurga,Karnataka,2023,139596,46367,134015,319978,18860,9179,1815,27.4,0.3348,15,37,False,0.6652
D0233,Chitradurga,Karnataka,2024,67978,11638,34441,114057,36177,16221,1170,53.2,0.0741,14,48,False,0.9259
