district_id,district_name,state,year,total_demographic_updates,address_updates,name_updates,dob_updates,mobile_updates,email_updates,gender_updates,update_spike_detected,avg_update_frequency_days,churn_rate
D0165,Valsad,Gujarat,2023,194467,84857,18464,6709,38934,30336,1228,False,18.77,0.1404
D0165,Valsad,Gujarat,2024,179775,61188,10256,11931,42687,28924,1292,False,20.3,0.2691
D0165,Valsad,Gujarat,2025,185584,66250,25907,13305,41683,19040,335,False,19.67,0.2931
D0166,Ambala,Haryana,2020,37604,17965,3584,1463,12829,6954,323,False,97.06,0.2474
D0166,Ambala,Haryana,2021,32794,13597,4866,1228,10466,4887,44,False,111.3,0.0921
D0166,Ambala,Haryana,2022,44008,13956,6367,1650,10296,4969,418,False,82.94,0.2354
D0166,Ambala,Haryana,2023,40733,16087,2484,2182,9655,8053,332,False,89.61,0.0878
D0166,Ambala,Haryana,2024,105062,15514,3296,1563,13559,8546,183,True,34.74,0.237
D0166,Ambala,Haryana,2025,33844,11641,4897,2614,11796,6117,91,False,107.85,0.1351
D0167,Bhiwani,Haryana,2020,100395,35142,7090,2826,26473,11400,476,False,36.36,0.2142
D0167,Bhiwani,Haryana,2021,113777,46637,13426,8681,33650,15520,574,False,32.08,0.0827
D0167,Bhiwani,Haryana,2022,142445,36003,10194,5703,21468,9930,831,True,25.62,0.1737
D0167,Bhiwani,Haryana,2023,115785,52670,16646,3299,29682,14845,1012,False,31.52,0.0567
D0167,Bhiwani,Haryana,2024,109216,41255,11261,8041,26049,13545,367,False,33.42,0.0768
D0167,Bhiwani,Haryana,2025,108582,37078,15485,3576,25880,14083,859,False,33.62,0.2548
D0168,Charkhi Dadri,Haryana,2020,18348,8225,2189,643,4365,2988,144,False,198.93,0.263
D0168,Charkhi Dadri,Haryana,2021,31503,13113,4437,2158,10528,3186,305,False,115.86,0.2495
D0168,Charkhi Dadri,Haryana,2022,18982,7197,1464,711,4147,3427,20,False,192.29,0.0936
D0168,Charkhi Dadri,Haryana,2023,25885,9081,1964,1276,7711,2902,66,False,141.01,0.2934
D0168,Charkhi Dadri,Haryana,2024,23017,9662,1706,1137,4859,2381,120,False,158.58,0.0842
D0168,Charkhi Dadri,Haryana,2025,27358,13640,2450,1572,9423,5010,141,False,133.42,0.082
D0169,Faridabad,Haryana,2020,135432,50872,7117,8618,43968,15236,300,False,26.95,0.2805
D0169,Faridabad,Haryana,2021,123336,41952,11242,6913,27632,14931,437,False,29.59,0.1777
D0169,Faridabad,Haryana,2022,356516,56251,17648,8735,29721,16619,687,True,10.24,0.0611
D0169,Faridabad,Haryana,2023,93464,38678,9513,5539,26088,11486,262,False,39.05,0.116
D0169,Faridabad,Haryana,2024,90819,34746,5807,4580,27223,16220,672,False,40.19,0.164
D0169,Faridabad,Haryana,2025,75358,22875,7084,2650,22796,12993,682,False,48.44,0.0621
D0170,Fatehabad,Haryana,2020,164789,81178,10264,5815,53069,26672,1407,False,22.15,0.1442
D0170,Fatehabad,Haryana,2021,268838,82600,36457,9099,87993,30625,1672,False,13.58,0.1684
D0170,Fatehabad,Haryana,2022,246016,113397,30419,18579,65692,28860,351,False,14.84,0.0858
D0170,Fatehabad,Haryana,2023,221456,74628,11935,4907,71914,35243,935,False,16.48,0.0675
D0170,Fatehabad,Haryana,2024,276452,117010,18894,16792,86946,39514,2420,False,13.2,0.1197
D0170,Fatehabad,Haryana,2025,160981,55083,11892,12082,34082,22978,932,False,22.67,0.2994
D0171,Gurugram,Haryana,2020,123890,40067,15055,3033,41822,21575,497,False,29.46,0.1766
D0171,Gurugram,Haryana,2021,151520,69198,22345,8344,40441,18527,1042,False,24.09,0.2213
D0171,Gurugram,Haryana,2022,117869,56556,9878,7620,37007,19454,536,False,30.97,0.06
D0171,Gurugram,Haryana,2023,191916,61397,17210,5031,62480,29752,1385,False,19.02,0.2604
D0171,Gurugram,Haryana,2024,128507,55508,13816,2808,29584,16289,212,False,28.4,0.0568
D0171,Gurugram,Haryana,2025,170887,58494,13448,12753,47066,21685,1091,False,21.36,0.0686
D0172,Hisar,Haryana,2020,159575,66906,15968,12589,51808,30506,524,False,22.87,0.1164
D0172,Hisar,Haryana,2021,140856,68857,7314,10975,31324,25627,490,False,25.91,0.1042
D0172,Hisar,Haryana,2022,180121,66576,20847,3771,37763,19807,859,False,20.26,0.272
D0172,Hisar,Haryana,2023,250069,59996,18342,5398,37795,22038,320,True,14.6,0.2067
D0172,Hisar,Haryana,2024,126774,42841,10621,3127,29000,24229,148,False,28.79,0.1461
D0172,Hisar,Haryana,2025,189202,79036,13688,13401,51801,34482,880,False,19.29,0.2426
D0173,Jhajjar,Haryana,2020,62062,24198,6515,4579,15204,7334,311,False,58.81,0.182
D0173,Jhajjar,Haryana,2021,43265,20459,4790,865,13880,5755,167,False,84.36,0.2076
D0173,Jhajjar,Haryana,2022,48355,20586,3127,3781,14963,6045,363,False,75.48,0.0773
D0173,Jhajjar,Haryana,2023,40304,12424,5276,2140,9975,4539,215,False,90.56,0.2255
D0173,Jhajjar,Haryana,2024,64460,24945,5840,2719,20887,7453,263,False,56.62,0.0539
D0173,Jhajjar,Haryana,2025,43696,18714,2997,1667,11924,6213,85,False,83.53,0.0611
D0174,Jind,Haryana,2020,105539,41525,7128,3004,23100,15332,595,False,34.58,0.2948
D0174,Jind,Haryana,2021,121735,47691,8719,6042,38152,18517,434,False,29.98,0.2397
D0174,Jind,Haryana,2022,109608,40992,7140,3888,24431,20680,831,False,33.3,0.1061
D0174,Jind,Haryana,2023,268870,58069,15666,3391,49703,21055,1341,True,13.58,0.076
D0174,Jind,Haryana,2024,166223,60509,22282,11626,49895,27689,1213,False,21.96,0.1467
D0174,Jind,Haryana,2025,158680,76084,13211,12169,32059,21407,347,False,23.0,0.2539
D0175,Kaithal,Haryana,2020,194806,90249,27901,14138,48293,30903,330,False,18.74,0.0736
D0175,Kaithal,Haryana,2021,156423,74306,13251,8402,41453,22820,1521,False,23.33,0.2068
D0175,Kaithal,Haryana,2022,167675,52353,16588,11536,36018,17934,399,False,21.77,0.231
D0175,Kaithal,Haryana,2023,183226,72126,25437,12093,58960,33223,1243,False,19.92,0.2662
D0175,Kaithal,Haryana,2024,221954,67642,12241,17206,53618,41580,998,False,16.44,0.0701
D0175,Kaithal,Haryana,2025,139400,48787,13779,8655,48505,20094,789,False,26.18,0.1849
D0176,Karnal,Haryana,2020,235739,103167,28401,9255,67503,37579,904,False,15.48,0.2406
D0176,Karnal,Haryana,2021,221967,73214,29691,16200,59913,26833,2115,False,16.44,0.1111
D0176,Karnal,Haryana,2022,159306,61831,18740,4862,44124,22707,1436,False,22.91,0.1834
D0176,Karnal,Haryana,2023,269891,97144,21294,18346,65213,49440,501,False,13.52,0.2753
D0176,Karnal,Haryana,2024,450222,96108,15708,6492,70439,29424,1103,True,8.11,0.2426
D0176,Karnal,Haryana,2025,252653,111104,30120,12727,70932,44028,814,False,14.45,0.2875
D0177,Kurukshetra,Haryana,2020,238436,103367,22638,14630,50180,44345,1907,False,15.31,0.242
D0177,Kurukshetra,Haryana,2021,150373,51645,8498,10046,47124,27272,156,False,24.27,0.2262
D0177,Kurukshetra,Haryana,2022,168951,72641,9868,5217,45848,27937,390,False,21.6,0.1011
D0177,Kurukshetra,Haryana,2023,179791,62083,16093,10648,47771,31930,1343,False,20.3,0.0622
D0177,Kurukshetra,Haryana,2024,262980,83092,17050,5608,77381,41613,2598,False,13.88,0.1527
D0177,Kurukshetra,Haryana,2025,197085,70826,12857,5574,43327,21957,623,False,18.52,0.2904
D0178,Mahendragarh,Haryana,2020,218566,67212,21687,16153,49957,43332,1807,False,16.7,0.2193
D0178,Mahendragarh,Haryana,2021,373926,104880,21770,16699,71894,41827,1920,True,9.76,0.2502
D0178,Mahendragarh,Haryana,2022,191419,79705,18064,4081,39440,34974,1238,False,19.07,0.2861
D0178,Mahendragarh,Haryana,2023,315900,63161,22576,11948,46839,35047,1696,True,11.55,0.2551
D0178,Mahendragarh,Haryana,2024,201771,64383,25927,9538,55257,23937,1401,False,18.09,0.1017
D0178,Mahendragarh,Haryana,2025,202469,84910,28849,15230,49237,35140,1615,False,18.03,0.1927
D0179,Nuh,Haryana,2020,140449,26247,6723,4950,13407,11613,96,True,25.99,0.0658
D0179,Nuh,Haryana,2021,71335,28955,3773,1600,20822,12883,352,False,51.17,0.25
D0179,Nuh,Haryana,2022,64739,22331,7205,3735,20076,10493,629,False,56.38,0.2878
D0179,Nuh,Haryana,2023,62074,26964,3721,2658,19578,10595,84,False,58.8,0.0721
D0179,Nuh,Haryana,2024,78967,37861,4114,5647,26684,10688,590,False,46.22,0.2138
D0179,Nuh,Haryana,2025,54763,19961,5062,1573,17779,7385,251,False,66.65,0.1742
D0180,Palwal,Haryana,2020,22662,7450,2273,1321,5113,4216,131,False,161.06,0.2005
D0180,Palwal,Haryana,2021,30730,9481,4609,1285,6429,5692,305,False,118.78,0.263
D0180,Palwal,Haryana,2022,30574,14812,1637,2017,9190,3209,180,False,119.38,0.2229
D0180,Palwal,Haryana,2023,52914,9725,1348,951,7007,3291,93,True,68.98,0.2966
D0180,Palwal,Haryana,2024,35516,15749,2149,1220,8098,4814,110,False,102.77,0.2042
D0180,Palwal,Haryana,2025,39982,11000,3657,1473,7901,4425,100,True,91.29,0.1205
D0181,Panchkula,Haryana,2020,151881,72455,13085,11534,44742,29376,1186,False,24.03,0.1078
D0181,Panchkula,Haryana,2021,144883,48394,14414,6995,49758,20772,1169,False,25.19,0.2692
D0181,Panchkula,Haryana,2022,127397,50857,10799,5604,32374,23267,645,False,28.65,0.2956
D0181,Panchkula,Haryana,2023,113381,45079,14445,3295,33076,14053,998,False,32.19,0.1323
D0181,Panchkula,Haryana,2024,164114,55259,12881,7384,41528,25025,1049,False,22.24,0.2135
D0181,Panchkula,Haryana,2025,136737,44478,17239,9714,32618,19240,750,False,26.69,0.2149
D0182,Panipat,Haryana,2020,195562,91860,24614,10968,49299,23213,807,False,18.66,0.1158
D0182,Panipat,Haryana,2021,191713,72343,24263,14000,58454,25720,939,False,19.04,0.092
D0182,Panipat,Haryana,2022,159642,52062,10848,5134,34606,26185,1582,False,22.86,0.0614
D0182,Panipat,Haryana,2023,191245,90241,12137,13551,55251,36935,1699,False,19.09,0.2145
D0182,Panipat,Haryana,2024,321112,53550,15159,5166,35666,21567,1448,True,11.37,0.156
D0182,Panipat,Haryana,2025,201933,67913,29567,11052,56201,20371,1084,False,18.08,0.1049
D0183,Rewari,Haryana,2020,82957,29068,7309,5529,22722,15672,341,False,44.0,0.2722
D0183,Rewari,Haryana,2021,65742,26508,5474,2406,19616,7362,585,False,55.52,0.0977
D0183,Rewari,Haryana,2022,75136,31596,5143,2734,19636,12767,507,False,48.58,0.2421
D0183,Rewari,Haryana,2023,77751,32933,10006,3114,25827,12556,653,False,46.94,0.1046
D0183,Rewari,Haryana,2024,68935,25797,8254,3346,22432,11567,493,False,52.95,0.2961
D0183,Rewari,Haryana,2025,81176,37162,6739,4232,17904,12488,187,False,44.96,0.2122
D0184,Rohtak,Haryana,2020,54214,25758,3299,3659,12231,5620,144,False,67.33,0.1513
D0184,Rohtak,Haryana,2021,66566,26955,3476,4193,14413,11911,167,False,54.83,0.2403
D0184,Rohtak,Haryana,2022,69265,25924,9208,2178,22239,11480,189,False,52.7,0.0829
D0184,Rohtak,Haryana,2023,50397,17171,5765,4015,10170,7765,310,False,72.42,0.1765
D0184,Rohtak,Haryana,2024,55706,21966,4283,1301,14555,5863,331,False,65.52,0.1834
D0184,Rohtak,Haryana,2025,42183,20523,5882,1324,10609,6806,78,False,86.53,0.1128
D0185,Sirsa,Haryana,2020,193427,63941,11760,10076,54802,21405,1871,False,18.87,0.0878
D0185,Sirsa,Haryana,2021,152762,70277,15631,4779,32909,21856,616,False,23.89,0.2813
D0185,Sirsa,Haryana,2022,146070,68805,20748,10826,50074,26907,926,False,24.99,0.1729
D0185,Sirsa,Haryana,2023,211708,76274,13957,6022,68603,37292,1159,False,17.24,0.2194
D0185,Sirsa,Haryana,2024,124085,51327,11148,9761,34264,19261,919,False,29.42,0.1061
D0185,Sirsa,Haryana,2025,176484,86274,16058,10726,61187,32295,1223,False,20.68,0.2841
D0186,Sonipat,Haryana,2020,230656,113308,31820,12640,61513,40937,1766,False,15.82,0.0718
D0186,Sonipat,Haryana,2021,234078,91552,20208,13523,70475,28339,1997,False,15.59,0.0967
D0186,Sonipat,Haryana,2022,175282,78195,25686,12016,59780,19992,287,False,20.82,0.1226
D0186,Sonipat,Haryana,2023,222988,96865,32795,7868,60846,33475,702,False,16.37,0.1608
D0186,Sonipat,Haryana,2024,179844,67000,9296,9230,45012,18008,678,False,20.3,0.1484
D0186,Sonipat,Haryana,2025,144220,57909,17197,8337,46231,20940,817,False,25.31,0.1569
D0187,Yamunanagar,Haryana,2020,14229,5727,2035,913,4050,2684,99,False,256.52,0.1116
D0187,Yamunanagar,Haryana,2021,11810,5156,1643,459,2743,1882,18,False,309.06,0.2258
D0187,Yamunanagar,Haryana,2022,11503,5504,1152,675,2662,1630,100,False,317.31,0.1476
D0187,Yamunanagar,Haryana,2023,11220,3705,886,381,3798,1953,43,False,325.31,0.0555
D0187,Yamunanagar,Haryana,2024,33319,4488,787,936,2947,2336,60,True,109.55,0.1991
D0187,Yamunanagar,Haryana,2025,11420,4069,655,873,3130,1239,100,False,319.61,0.1009
D0188,Bilaspur,Himachal Pradesh,2020,86091,39442,4954,2076,24157,9987,92,False,42.4,0.0843
D0188,Bilaspur,Himachal Pradesh,2021,145647,28637,6402,5714,29178,13189,504,True,25.06,0.1144
D0188,Bilaspur,Himachal Pradesh,2022,117514,52635,12985,5115,25588,20926,502,False,31.06,0.1782
D0188,Bilaspur,Himachal Pradesh,2023,131083,63110,18627,6830,36274,16590,1235,False,27.84,0.0819
D0188,Bilaspur,Himachal Pradesh,2024,109767,35719,11004,5891,27514,11763,1041,False,33.25,0.2597
D0188,Bilaspur,Himachal Pradesh,2025,105180,47558,10364,3372,22999,14147,235,False,34.7,0.0623
D0189,Chamba,Himachal Pradesh,2020,238955,91699,21947,5330,63340,39988,1146,False,15.27,0.1331
D0189,Chamba,Himachal Pradesh,2021,172015,79524,20193,5936,48244,24113,1625,False,21.22,0.0896
D0189,Chamba,Himachal Pradesh,2022,221840,104821,25988,15650,52700,41891,1730,False,16.45,0.1366
D0189,Chamba,Himachal Pradesh,2023,273829,117088,37017,11407,60748,36483,1395,False,13.33,0.1777
D0189,Chamba,Himachal Pradesh,2024,227761,106669,15262,8874,75910,35541,1423,False,16.03,0.1872
D0189,Chamba,Himachal Pradesh,2025,180834,74028,27073,9758,37371,32485,826,False,20.18,0.2656
D0190,Hamirpur,Himachal Pradesh,2020,197779,62628,13559,6558,47205,30960,1094,False,18.45,0.0669
D0190,Hamirpur,Himachal Pradesh,2021,152410,75728,14761,10979,49885,23037,1121,False,23.95,0.2221
D0190,Hamirpur,Himachal Pradesh,2022,164117,76546,9579,10895,35283,30873,613,False,22.24,0.1719
D0190,Hamirpur,Himachal Pradesh,2023,175008,75093,25332,3933,59122,28160,1446,False,20.86,0.168
D0190,Hamirpur,Himachal Pradesh,2024,233285,89341,24137,4948,52206,38298,1738,False,15.65,0.0858
D0190,Hamirpur,Himachal Pradesh,2025,184181,68334,18338,13301,58271,19965,1659,False,19.82,0.236
D0191,Kangra,Himachal Pradesh,2020,128963,61015,8393,2678,27920,17586,802,False,28.3,0.2505
D0191,Kangra,Himachal Pradesh,2021,153407,67372,15148,6429,39324,23058,260,False,23.79,0.1379
D0191,Kangra,Himachal Pradesh,2022,110646,39352,7527,8198,24934,20833,680,False,32.99,0.1685
D0191,Kangra,Himachal Pradesh,2023,167512,57339,17667,4615,44739,26297,1080,False,21.79,0.0691
D0191,Kangra,Himachal Pradesh,2024,435007,57855,9265,11078,49950,27010,1250,True,8.39,0.1501
D0191,Kangra,Himachal Pradesh,2025,105659,48858,7667,5448,23160,15580,636,False,34.55,0.0674
D0192,Kinnaur,Himachal Pradesh,2020,104824,31625,7512,7299,31508,19857,158,False,34.82,0.1923
D0192,Kinnaur,Himachal Pradesh,2021,60374,24312,6698,1900,14550,9903,314,False,60.46,0.1356
D0192,Kinnaur,Himachal Pradesh,2022,72207,35884,10189,1569,22789,8017,90,False,50.55,0.1173
D0192,Kinnaur,Himachal Pradesh,2023,100519,44442,14892,6301,26410,17077,1004,False,36.31,0.2404
D0192,Kinnaur,Himachal Pradesh,2024,106618,34408,12845,7575,36586,12911,590,False,34.23,0.1119
D0192,Kinnaur,Himachal Pradesh,2025,89308,31393,7443,4152,24950,12943,485,False,40.87,0.0897
D0193,Kullu,Himachal Pradesh,2020,151870,63236,19532,4579,32846,26566,568,False,24.03,0.2286
D0193,Kullu,Himachal Pradesh,2021,166705,59665,17065,4125,36283,19602,1329,False,21.89,0.0526
D0193,Kullu,Himachal Pradesh,2022,206040,79271,20827,6767,58261,40778,342,False,17.72,0.1107
D0193,Kullu,Himachal Pradesh,2023,157834,59304,20804,11801,36354,24352,1062,False,23.13,0.1585
D0193,Kullu,Himachal Pradesh,2024,151416,60209,13645,10255,47626,17170,272,False,24.11,0.1839
D0193,Kullu,Himachal Pradesh,2025,226944,70722,23296,11884,74688,24909,718,False,16.08,0.2665
D0194,Lahaul and Spiti,Himachal Pradesh,2020,199630,98677,19261,15608,45812,38022,224,False,18.28,0.1558
D0194,Lahaul and Spiti,Himachal Pradesh,2021,214995,88296,19113,17176,74490,42176,2109,False,16.98,0.2971
D0194,Lahaul and Spiti,Himachal Pradesh,2022,262336,100523,33704,19602,80508,37324,417,False,13.91,0.2882
D0194,Lahaul and Spiti,Himachal Pradesh,2023,194033,64104,16036,10663,48030,31251,1882,False,18.81,0.1407
D0194,Lahaul and Spiti,Himachal Pradesh,2024,267930,110689,16835,13380,79855,49252,2526,False,13.62,0.0889
D0194,Lahaul and Spiti,Himachal Pradesh,2025,156829,70207,20311,6988,40679,30648,1450,False,23.27,0.2452
D0195,Mandi,Himachal Pradesh,2020,102802,44216,8801,8000,34996,18998,954,False,35.51,0.1841
D0195,Mandi,Himachal Pradesh,2021,125021,54912,17386,7873,43717,16859,1062,False,29.2,0.2228
D0195,Mandi,Himachal Pradesh,2022,97413,44529,13641,3225,28622,13561,964,False,37.47,0.1071
D0195,Mandi,Himachal Pradesh,2023,101128,43562,5825,5685,34351,18712,162,False,36.09,0.2247
D0195,Mandi,Himachal Pradesh,2024,86565,26184,5810,6084,17593,10674,676,False,42.16,0.2457
D0195,Mandi,Himachal Pradesh,2025,125291,38855,17446,4212,35458,20601,315,False,29.13,0.172
D0196,Shimla,Himachal Pradesh,2020,149088,50413,21064,7151,37098,26321,171,False,24.48,0.1388
D0196,Shimla,Himachal Pradesh,2021,123929,45533,6583,3609,27423,24644,148,False,29.45,0.2935
D0196,Shimla,Himachal Pradesh,2022,148199,57817,8577,8918,32703,24766,1454,False,24.63,0.1035
D0196,Shimla,Himachal Pradesh,2023,147950,59562,15285,7203,44541,23256,1462,False,24.67,0.1162
D0196,Shimla,Himachal Pradesh,2024,156357,53608,20050,4511,42377,27997,550,False,23.34,0.211
D0196,Shimla,Himachal Pradesh,2025,128892,49582,18379,4262,39183,22005,1198,False,28.32,0.1961
D0197,Sirmaur,Himachal Pradesh,2020,254624,112888,13560,10798,75058,38760,986,False,14.33,0.1882
D0197,Sirmaur,Himachal Pradesh,2021,184484,63942,16584,12384,50396,22442,378,False,19.78,0.2486
D0197,Sirmaur,Himachal Pradesh,2022,231858,80322,21718,16534,52550,35522,975,False,15.74,0.0625
D0197,Sirmaur,Himachal Pradesh,2023,219340,66712,13235,8960,45299,30717,476,False,16.64,0.2478
D0197,Sirmaur,Himachal Pradesh,2024,228442,88882,13519,13055,51298,24593,1593,False,15.98,0.1651
D0197,Sirmaur,Himachal Pradesh,2025,152859,72769,8666,11013,39555,20871,899,False,23.88,0.2747
D0198,Solan,Himachal Pradesh,2020,15901,6616,1897,1109,3262,2108,153,False,229.55,0.0528
D0198,Solan,Himachal Pradesh,2021,11626,5798,1154,632,2615,2202,35,False,313.95,0.107
D0198,Solan,Himachal Pradesh,2022,17837,7858,2262,760,5999,3191,138,False,204.63,0.1415
D0198,Solan,Himachal Pradesh,2023,15168,7310,1958,816,3207,2506,87,False,240.64,0.2706
D0198,Solan,Himachal Pradesh,2024,12852,4851,1506,633,2742,1783,23,False,284.0,0.0518
D0198,Solan,Himachal Pradesh,2025,11452,4192,1188,860,3218,1953,48,False,318.72,0.2051
D0199,Una,Himachal Pradesh,2020,108640,41448,5719,2551,35681,21299,781,False,33.6,0.2847
D0199,Una,Himachal Pradesh,2021,100464,47104,12717,4294,27306,11916,364,False,36.33,0.2735
D0199,Una,Himachal Pradesh,2022,310083,40834,6093,2432,26612,15208,673,True,11.77,0.141
D0199,Una,Himachal Pradesh,2023,275137,45084,6983,7516,33949,16920,623,True,13.27,0.2778
D0199,Una,Himachal Pradesh,2024,68775,24257,9644,2548,20501,10555,437,False,53.07,0.125
D0199,Una,Himachal Pradesh,2025,66287,29753,8259,3993,19657,8244,79,False,55.06,0.1728
D0200,Bokaro,Jharkhand,2020,96021,46835,8904,6380,25979,12436,734,False,38.01,0.1007
D0200,Bokaro,Jharkhand,2021,72814,29049,4998,5514,21021,8163,193,False,50.13,0.2345
D0200,Bokaro,Jharkhand,2022,94398,29688,13171,4401,28220,18499,179,False,38.67,0.0624
D0200,Bokaro,Jharkhand,2023,82588,28943,11653,3626,24370,15363,813,False,44.2,0.1639
D0200,Bokaro,Jharkhand,2024,61277,18539,6794,1466,15751,6149,400,False,59.57,0.0818
D0200,Bokaro,Jharkhand,2025,166724,29956,8371,3455,23201,8050,127,True,21.89,0.2266
D0201,Chatra,Jharkhand,2020,168033,73295,17687,9042,52149,21340,701,False,21.72,0.1272
D0201,Chatra,Jharkhand,2021,155209,68373,23280,7157,41008,28598,1280,False,23.52,0.1658
D0201,Chatra,Jharkhand,2022,134777,56841,18548,9842,29148,19250,698,False,27.08,0.2195
D0201,Chatra,Jharkhand,2023,142432,43471,15174,3669,46314,24961,732,False,25.63,0.2743
D0201,Chatra,Jharkhand,2024,244037,46005,18927,9016,42492,15718,301,True,14.96,0.2435
D0201,Chatra,Jharkhand,2025,127068,56649,9554,5555,44152,15817,557,False,28.72,0.0774
D0202,Deoghar,Jharkhand,2020,158283,61647,21741,8075,35081,25678,816,False,23.06,0.148
D0202,Deoghar,Jharkhand,2021,131527,56576,13507,5585,45832,17127,460,False,27.75,0.0508
D0202,Deoghar,Jharkhand,2022,114372,47817,7576,9052,30838,18269,279,False,31.91,0.2037
D0202,Deoghar,Jharkhand,2023,144009,65793,11077,8527,35087,22850,928,False,25.35,0.1872
D0202,Deoghar,Jharkhand,2024,98263,39328,11767,2394,33488,14334,928,False,37.15,0.2875
D0202,Deoghar,Jharkhand,2025,106538,41794,15320,3618,21863,19103,677,False,34.26,0.0586
D0203,Dhanbad,Jharkhand,2020,202018,75219,25014,8909,42552,35706,331,False,18.07,0.0627
D0203,Dhanbad,Jharkhand,2021,172418,76658,15401,5695,54115,30764,1604,False,21.17,0.1766
D0203,Dhanbad,Jharkhand,2022,160068,56250,20025,6463,42293,22468,1186,False,22.8,0.2167
D0203,Dhanbad,Jharkhand,2023,171595,78220,19578,4055,36781,17810,877,False,21.27,0.1283
D0203,Dhanbad,Jharkhand,2024,162303,78213,21698,9722,38956,18129,185,False,22.49,0.1231
D0203,Dhanbad,Jharkhand,2025,180120,56341,11459,5559,53098,29103,1072,False,20.26,0.1428
D0204,Dumka,Jharkhand,2020,44245,19626,6242,1805,9526,5454,268,False,82.5,0.1781
D0204,Dumka,Jharkhand,2021,46658,19855,5752,2034,14381,6181,378,False,78.23,0.114
D0204,Dumka,Jharkhand,2022,75139,30784,5899,5718,22814,9172,490,False,48.58,0.224
D0204,Dumka,Jharkhand,2023,51564,22160,5770,3570,11690,8763,64,False,70.79,0.2901
D0204,Dumka,Jharkhand,2024,48949,17732,5300,3129,12318,8146,445,False,74.57,0.2278
D0204,Dumka,Jharkhand,2025,56662,27327,4404,1831,14428,9350,496,False,64.42,0.2535
D0205,East Singhbhum,Jharkhand,2020,88984,36674,6745,2169,27550,11559,451,False,41.02,0.2506
D0205,East Singhbhum,Jharkhand,2021,105527,50686,10504,8071,35222,16635,992,False,34.59,0.1414
D0205,East Singhbhum,Jharkhand,2022,73403,30670,8969,4874,16330,10600,190,False,49.73,0.0895
D0205,East Singhbhum,Jharkhand,2023,376552,43765,10006,8984,33984,12947,689,True,9.69,0.197
D0205,East Singhbhum,Jharkhand,2024,86440,35677,4986,5877,29285,16202,352,False,42.23,0.0588
D0205,East Singhbhum,Jharkhand,2025,110831,45106,10632,8252,24957,11190,183,False,32.93,0.0583
D0206,Garhwa,Jharkhand,2020,176101,62971,13832,7205,48256,24946,386,False,20.73,0.1357
D0206,Garhwa,Jharkhand,2021,196947,82428,19423,12668,61169,28116,417,False,18.53,0.1454
D0206,Garhwa,Jharkhand,2022,147951,73437,12868,8514,40467,16908,221,False,24.67,0.1118
D0206,Garhwa,Jharkhand,2023,346992,78704,15404,3486,40197,25378,633,True,10.52,0.0765
D0206,Garhwa,Jharkhand,2024,203542,86284,10945,7620,53338,31554,745,False,17.93,0.2958
D0206,Garhwa,Jharkhand,2025,136855,68127,7496,5104,37505,15646,302,False,26.67,0.2934
D0207,Giridih,Jharkhand,2020,182629,80513,22686,11191,45755,20303,645,False,19.99,0.0841
D0207,Giridih,Jharkhand,2021,124758,60775,17728,2872,28190,14216,440,False,29.26,0.2865
D0207,Giridih,Jharkhand,2022,131135,44891,7615,10336,44292,22511,633,False,27.83,0.1054
D0207,Giridih,Jharkhand,2023,169488,76887,12961,6550,49150,20978,1060,False,21.54,0.0586
D0207,Giridih,Jharkhand,2024,165177,79929,13100,6503,34669,26676,1427,False,22.1,0.1101
D0207,Giridih,Jharkhand,2025,224375,100747,23944,8600,52306,38497,1278,False,16.27,0.0684
D0208,Godda,Jharkhand,2020,252554,123589,15322,14615,72041,47740,1960,False,14.45,0.29
D0208,Godda,Jharkhand,2021,175840,78261,18120,5780,40307,19009,1434,False,20.76,0.2642
D0208,Godda,Jharkhand,2022,225003,97814,17812,10673,58916,27803,1910,False,16.22,0.0594
D0208,Godda,Jharkhand,2023,252191,81005,22790,13687,50727,41684,1749,False,14.47,0.0909
D0208,Godda,Jharkhand,2024,179700,62800,26237,4322,47497,33626,1424,False,20.31,0.2931
D0208,Godda,Jharkhand,2025,371423,71155,10432,5701,55893,22759,1499,True,9.83,0.2239
D0209,Gumla,Jharkhand,2020,61617,27905,7748,3175,18097,10829,528,False,59.24,0.1385
D0209,Gumla,Jharkhand,2021,195289,29831,4043,3219,16898,8646,272,True,18.69,0.0685
D0209,Gumla,Jharkhand,2022,48511,15454,2731,1749,13863,9530,430,False,75.24,0.094
D0209,Gumla,Jharkhand,2023,50732,15994,6485,1227,14382,6330,161,False,71.95,0.2392
D0209,Gumla,Jharkhand,2024,71346,29565,9781,4190,24395,9141,453,False,51.16,0.1482
D0209,Gumla,Jharkhand,2025,168606,36149,7243,3166,19737,13504,496,True,21.65,0.0543
D0210,Hazaribagh,Jharkhand,2020,462388,71851,25114,12419,57473,31668,1125,True,7.89,0.1667
D0210,Hazaribagh,Jharkhand,2021,475169,62455,23750,5811,41130,32624,1377,True,7.68,0.1067
D0210,Hazaribagh,Jharkhand,2022,190556,78245,19757,12019,44033,22085,1308,False,19.15,0.2935
D0210,Hazaribagh,Jharkhand,2023,164332,52967,19486,6305,36529,23381,1590,False,22.21,0.1368
D0210,Hazaribagh,Jharkhand,2024,163611,49479,10358,11613,56724,18945,952,False,22.31,0.0891
D0210,Hazaribagh,Jharkhand,2025,136998,66493,16517,3989,35485,14470,670,False,26.64,0.1885
